# Échantillon « alternance » — 22 août 2026, combats 1552052456 et 1552052503.
# `wakfu.log` SEUL, session entière depuis son `log path=`, dans l'ordre EXACT
# du fichier (ADR 0008). Deux clients depuis la même installation launcher.
# Produit par `tools/capture-multi-account.sh` : noms des Personnages joués,
# ID d'entité, chemins et IP locale anonymisés, et canaux filtrés en liste
# blanche — aucune retouche à la main, contrairement à `revive2`.
#
# ⚠️ Les alias sont PAR CAPTURE : ici PJ1 est l'Eniripsa (breed 7) et PJ2
# l'Enutrof (breed 3). Ce sont les mêmes personnages que PJ4 et PJ3 de
# `revive2-2026-08-21`, dans l'autre sens. Leurs ID d'entité, eux, sont stables
# d'un jour à l'autre — `ENTITE2` et `ENTITE3` ici — ce qui reprolonge l'ADR
# 0002 à travers un redémarrage de PC.
#
# CE QUE CET ÉCHANTILLON ÉTABLIT
#
#  1. LE COMPTAGE TOMBE JUSTE CONTRE UNE VÉRITÉ TERRAIN NOTÉE À LA MAIN.
#     Combat 1552052456 : 12 lignes `reportée` brutes, `k=2`, donc 6 fins de
#     tour — et Damien a joué 3 rounds complets à deux personnages, soit
#     exactement 6 tours. C'est la première vérification de la règle de lecture
#     de `k` hors des fixtures, sur de vrais pseudos et de vrais ID d'entité.
#     Le Tour courant y va de 1 à 4, un cran par bouclage.
#
#  2. LES DEUX CLIENTS ÉCRIVENT EN ALTERNANCE — ce qui CONTREDIT `revive2`.
#     Les deux copies de chaque frontière sont à 3-47 ms et 1 à 8 lignes
#     d'écart, là où `revive2` les avait à 345 lignes, par blocs. Le phénomène
#     des blocs ne s'est donc PAS reproduit sur une seconde session, même
#     installation, mêmes personnages. Conséquence : la règle « `k` monte → on
#     rejoue le combat » n'est pas exercée ici — `k` monte de 1 à 2 pendant la
#     rafale d'ouverture, 12 s avant la première frontière, ce qui est le chemin
#     nominal de l'ADR 0009. La réserve du ticket sur le mécanisme des blocs
#     reste donc entière, avec maintenant une session pour et une contre.
#
#  3. LES ENTITÉS N'ARRIVENT PAS ENSEMBLE, mesuré une fois de plus : PJ1
#     rejoint à 14:29:53,248 et PJ2 à 14:29:55,749, 2,5 s plus tard. Lire `k`
#     comme le nombre d'entités jouées vues donnerait 1, et l'overlay deux fois
#     trop rapide.
#
#  4. LES DEUX COPIES D'UNE FRONTIÈRE NE PORTENT PAS LA MÊME VALEUR : `59` puis
#     `60` à 3 ms, `123` puis `124` à 17 ms. Dédupliquer sur le texte est faux.
#
#  5. UNE INVOCATION EST DANS LE ROSTER, PAS DANS LA ROTATION. Le `Phorreur`
#     du premier combat porte `obstacleId : 3` et `isControlledByAI=true`, et
#     n'a fait avancer aucun tour.
#
# CE QU'IL PORTE ET QUI EST HORS PÉRIMÈTRE — le combat 1552052503
#
#  6. UN CLIENT FERMÉ PUIS RELANCÉ EN PLEIN COMBAT. Il écrit
#     `Reason : {Quit Request From Client}` puis `{UI Closed}` à 33 ms, un
#     nouveau `log path=`, et en rejoignant il RÉÉMET UNE RAFALE `[_FL_]`
#     ENTIÈRE du même `fightId`, invocation comprise — ce que la grammaire
#     disait ignorer. Trois conséquences, toutes visibles ici : le marqueur
#     d'arrêt d'un seul client referme le combat alors que l'autre y est encore
#     (le `End fight` n'arrive que 29 s plus tard) ; le nouveau `log path=`
#     déplace la borne de session APRÈS l'ouverture du combat ; et la rafale du
#     rejoignant est une copie de plus, donc `k` se lit à 3 pour deux clients.
#     Le cas est ÉCARTÉ DU PÉRIMÈTRE — les fenêtres du jeu ne sont pas censées
#     se fermer en plein combat. Voir « Points de rupture connus ».
#
#  7. DEUX MONSTRES HOMONYMES dans un vrai log : deux `Mama Wapin`, `ENTITE5`
#     et `ENTITE6`. Le nom n'est pas un identifiant, et l'ID les sépare.
#
# Réserve : aucun pseudo à apostrophe ni à tiret, ici non plus. Rien ne teste
# encore ce qu'un nom comme `Thor'Rompiche` subit dans une ligne de combat.
 INFO 14:29:04,124 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/selectedThemeOver.png
 INFO 14:29:04,124 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/selectedThemePressed.png
 INFO 14:29:04,125 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/selectedThemeDisabled.png
 INFO 14:29:04,125 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/iconesMruDefault.png
 INFO 14:29:04,125 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/iconesMruDisabled.png
 INFO 14:29:04,125 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/iconesMruOver.png
 INFO 14:29:04,126 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/iconesMruPressed.png
 INFO 14:29:04,126 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/havreSacDecor.png
 INFO 14:29:04,126 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/dungeon.png
 INFO 14:29:04,126 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/addCompanion.png
 INFO 14:29:04,127 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/newCharacter.png
 INFO 14:29:04,127 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/Paysage.png
 INFO 14:29:04,127 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/socle_reward.png
 INFO 14:29:04,127 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/passeport.png
 INFO 14:29:04,127 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/ladder_donjon_empty.png
 INFO 14:29:04,128 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/shardBlueFull.png
 INFO 14:29:04,128 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/shardBlueEmpty.png
 INFO 14:29:04,128 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/shardRedFull.png
 INFO 14:29:04,128 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/shardRedEmpty.png
 INFO 14:29:04,129 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/shardGreenFull.png
 INFO 14:29:04,129 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/shardGreenEmpty.png
 INFO 14:29:04,129 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/shardWhiteFull.png
 INFO 14:29:04,129 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/shardWhiteEmpty.png
 INFO 14:29:04,129 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/shardMultiEmpty.png
 INFO 14:29:04,130 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/shardMultiFull.png
 INFO 14:29:04,130 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/shardMultiHalf.png
 INFO 14:29:04,130 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/itemsRarityBorders/old.png
 INFO 14:29:04,130 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/itemsRarityBorders/common.png
 INFO 14:29:04,131 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/itemsRarityBorders/rare.png
 INFO 14:29:04,131 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/itemsRarityBorders/mythic.png
 INFO 14:29:04,131 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/itemsRarityBorders/legendary.png
 INFO 14:29:04,131 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/itemsRarityBorders/relic.png
 INFO 14:29:04,131 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/itemsRarityBorders/souvenir.png
 INFO 14:29:04,132 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/itemsRarityBorders/epic.png
 INFO 14:29:04,132 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/l_flag.png
 INFO 14:29:04,132 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/dungeonGameplay/0.png
 INFO 14:29:04,132 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/dungeonGameplay/1.png
 INFO 14:29:04,132 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/dungeonGameplay/2.png
 INFO 14:29:04,133 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/dungeonGameplay/3.png
 INFO 14:29:04,133 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/dungeonGameplay/4.png
 INFO 14:29:04,133 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/dungeonGameplay/5.png
 INFO 14:29:04,133 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/dungeonGameplay/6.png
 INFO 14:29:04,134 [AWT-EventQueue-0] (fOX:2008) - Custom texture loaded : file:/home/USER/.config/Ankama/Wakfu/./themes/theme_Ymoka_Nightflow/theme/images/unidentifiedItem.png
 INFO 14:29:04,400 [AWT-EventQueue-0] (ayh:271) - Renderer.init started
 INFO 14:29:04,400 [AWT-EventQueue-0] (aye:40) - ------- GL dump ---------
 INFO 14:29:04,400 [AWT-EventQueue-0] (aye:51) - GL_PROFILE : GL4bc
 INFO 14:29:04,401 [AWT-EventQueue-0] (aye:53) - GL_RENDERER : NVIDIA GeForce RTX 3070 Ti/PCIe/SSE2
 INFO 14:29:04,401 [AWT-EventQueue-0] (aye:54) - GL_VENDOR : NVIDIA Corporation
 INFO 14:29:04,401 [AWT-EventQueue-0] (aye:55) - GL_VERSION : 4.6.0 NVIDIA 610.57.04
 INFO 14:29:04,401 [AWT-EventQueue-0] (aye:57) - GL_DEPTH_TEST = false
 INFO 14:29:04,401 [AWT-EventQueue-0] (aye:58) - GL_SCISSOR_TEST = false
 INFO 14:29:04,401 [AWT-EventQueue-0] (aye:59) - GL_ALPHA_TEST = false
 INFO 14:29:04,401 [AWT-EventQueue-0] (aye:61) - GL_STENCIL_TEST = false;  Stencil depth = 8 bits
 INFO 14:29:04,401 [AWT-EventQueue-0] (aye:62) - GL_CULL_FACE = false
 INFO 14:29:04,402 [AWT-EventQueue-0] (aye:65) - GL_VIEWPORT = [0;0] - [1712;1374]
 INFO 14:29:04,403 [AWT-EventQueue-0] (aye:68) - GL_SCISSOR_BOX = [0;0] - [1712;1374]
 INFO 14:29:04,403 [AWT-EventQueue-0] (aye:70) - GL_MAX_ELEMENTS_INDICES = 1048576
 INFO 14:29:04,403 [AWT-EventQueue-0] (aye:72) - GL_MAX_ELEMENTS_VERTICES = 1048576
 INFO 14:29:04,403 [AWT-EventQueue-0] (aye:75) - GL SHADING LANGUAGE VERSION SUPPORTED = 4.60 NVIDIA
 INFO 14:29:04,404 [AWT-EventQueue-0] (ayh:341) - Using GLSL shaders
 INFO 14:29:04,404 [AWT-EventQueue-0] (ayh:345) - Renderer.init ended
 INFO 14:29:04,485 [AWT-EventQueue-0] (aIC:64) - UI scale option value = 0
 INFO 14:29:04,485 [AWT-EventQueue-0] (aIC:66) - OS screen scale = 1.0
 INFO 14:29:04,488 [AWT-EventQueue-0] (avx:37) - Initializing hardware tests...
 INFO 14:29:04,509 [AWT-EventQueue-0] (avx:52) - Testing supported features...
 INFO 14:29:04,510 [AWT-EventQueue-0] (avx:63) - 	* GL render targets... supported !
 INFO 14:29:04,510 [AWT-EventQueue-0] (avx:63) - 	* GL texture compression... supported !
 INFO 14:29:04,510 [AWT-EventQueue-0] (avx:63) - 	* GL texture non power of two... supported !
 INFO 14:29:04,510 [AWT-EventQueue-0] (avx:63) - 	* GL multi-sampling... supported !
 INFO 14:29:04,510 [AWT-EventQueue-0] (avx:63) - 	* GL multi-texturing... supported !
 INFO 14:29:04,510 [AWT-EventQueue-0] (avx:63) - 	* GL fragment shaders... supported !
 INFO 14:29:04,511 [AWT-EventQueue-0] (avx:63) - 	* GL vertex shaders... supported !
 INFO 14:29:04,511 [AWT-EventQueue-0] (avx:63) - 	* GL compressed text image 2d fonction... supported !
 INFO 14:29:04,519 [AWT-EventQueue-0] (avx:63) - 	* Basic Vsync (0-1)... supported !
 INFO 14:29:04,521 [AWT-EventQueue-0] (avx:63) - 	* Adaptive Vsync swap control (-1 value)... not supported !
 INFO 14:29:04,521 [AWT-EventQueue-0] (avx:63) - 	* OpenGL Shading language version is 120 or higher... supported !
 INFO 14:29:04,521 [AWT-EventQueue-0] (avx:63) - 	* OpenGL driver in use are faulty AMD Adrenalin driver... not supported !
 INFO 14:29:04,521 [AWT-EventQueue-0] (avx:63) - 	* AL debug Extension... supported !
 INFO 14:29:04,521 [AWT-EventQueue-0] (avx:63) - 	* AL effects... supported !
 INFO 14:29:04,521 [AWT-EventQueue-0] (avx:63) - 	* AL filters... supported !
 INFO 14:29:04,521 [AWT-EventQueue-0] (avx:63) - 	* ALC Enumeration Extension... supported !
 INFO 14:29:04,522 [AWT-EventQueue-0] (avx:63) - 	* ALC Enumerate All Extension... supported !
 INFO 14:29:04,522 [AWT-EventQueue-0] (avx:63) - 	* AL SOFT events Extension... supported !
 INFO 14:29:04,522 [AWT-EventQueue-0] (avx:63) - 	* ALC Soft system events Extension... supported !
 INFO 14:29:04,522 [AWT-EventQueue-0] (avx:63) - 	* ALC Soft default playback device change event support... supported !
 INFO 14:29:04,522 [AWT-EventQueue-0] (avx:63) - 	* ALC Soft HRTF Extension... supported !
 INFO 14:29:04,522 [AWT-EventQueue-0] (avx:63) - 	* ALC Soft Output mode Extension... supported !
 INFO 14:29:04,522 [AWT-EventQueue-0] (avx:63) - 	* ALC Soft reopen device Extension... supported !
 INFO 14:29:04,522 [AWT-EventQueue-0] (avx:72) - Cleaning up hardware tests...
 INFO 14:29:04,564 [AWT-EventQueue-0] (aHV:863) - ------- AL dump ---------
 INFO 14:29:04,606 [SimpleBinaryStorage] (aqb:191) - BinaryStorage started Thread[#60,SimpleBinaryStorage,5,main]
 INFO 14:29:04,660 [AWT-EventQueue-0] (aHV:865) - AL_VENDOR      OpenAL Community
 INFO 14:29:04,660 [AWT-EventQueue-0] (aHV:865) - AL_RENDERER    OpenAL Soft
 INFO 14:29:04,660 [AWT-EventQueue-0] (aHV:865) - AL_VERSION     1.1 (1.1 ALSOFT 1.24.3)
 INFO 14:29:04,660 [AWT-EventQueue-0] (aHV:865) - AL_VENDOR_VERS 1.24.3 (ALSOFT 1.24.3)
 INFO 14:29:04,660 [AWT-EventQueue-0] (aHV:865) - AL_EXTENSIONS  AL_EXT_ALAW AL_EXT_BFORMAT AL_EXT_debug AL_EXT_direct_context AL_EXT_DOUBLE AL_EXT_EXPONENT_DISTANCE AL_EXT_FLOAT32 AL_EXT_IMA4 AL_EXT_LINEAR_DISTANCE AL_EXT_MCFORMATS AL_EXT_MULAW AL_EXT_MULAW_BFORMAT AL_EXT_MULAW_MCFORMATS AL_EXT_OFFSET AL_EXT_source_distance_model AL_EXT_SOURCE_RADIUS AL_EXT_STATIC_BUFFER AL_EXT_STEREO_ANGLES AL_LOKI_quadriphonic AL_SOFT_bformat_ex AL_SOFT_bformat_hoa AL_SOFT_block_alignment AL_SOFT_buffer_length_query AL_SOFT_callback_buffer AL_SOFTX_convolution_effect AL_SOFT_deferred_updates AL_SOFT_direct_channels AL_SOFT_direct_channels_remix AL_SOFT_effect_target AL_SOFT_events AL_SOFT_gain_clamp_ex AL_SOFTX_hold_on_disconnect AL_SOFT_loop_points AL_SOFTX_map_buffer AL_SOFT_MSADPCM AL_SOFT_source_latency AL_SOFT_source_length AL_SOFTX_source_panning AL_SOFT_source_resampler AL_SOFT_source_spatialize AL_SOFT_source_start_delay AL_SOFT_UHJ AL_SOFT_UHJ_ex
 INFO 14:29:04,660 [AWT-EventQueue-0] (aHV:865) - ALC_VERSION     1.1
 INFO 14:29:04,660 [AWT-EventQueue-0] (aHV:865) - ALC_DEF_OUTPUT (With ALC_ENUMERATION_EXT) OpenAL Soft
 INFO 14:29:04,660 [AWT-EventQueue-0] (aHV:865) - ALC_DEF_OUTPUT (With ALC_ENUMERATE_ALL_EXT) WH-1000XM4
 INFO 14:29:04,661 [AWT-EventQueue-0] (aHV:865) - ALC_DEF_CAPTURE HD Pro Webcam C920 Analog Stereo
 INFO 14:29:04,661 [AWT-EventQueue-0] (aHV:865) - ALC_SOFT_system_events supported
 INFO 14:29:04,661 [AWT-EventQueue-0] (aHV:865) -     ALC_EVENT_TYPE_DEVICE_ADDED_SOFT event for playback devices is supported
